order_id,supplier_id,supplier_name,supplier_country,category,destination_market,destination_hub,month,month_num,order_date,quantity_units,unit_price_eur,order_value_eur,contracted_sla_days,actual_delivery_days,on_time_delivery,delay_days,quality_pass,defect_rate_pct,invoice_accurate,temperature_breach,payment_terms_days
ORD01643,SUP022,Pekaes SA,Poland,Dry Goods,Italy,Milan,2024-04,5,2024-04-30,789,11.85,9349.65,7,7,1,0,1,2.34,1,0,90
ORD01644,SUP022,Pekaes SA,Poland,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-24,616,15.46,9526.44,7,7,1,0,1,0.63,1,0,90
ORD01645,SUP022,Pekaes SA,Poland,Dry Goods,Germany,Frankfurt,2024-04,5,2024-05-26,598,7.25,4336.99,7,7,1,0,1,0.87,1,0,90
ORD01646,SUP022,Pekaes SA,Poland,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-10,473,15.28,7226.26,7,7,1,0,1,2.82,1,0,90
ORD01647,SUP022,Pekaes SA,Poland,Dry Goods,France,Paris CDG,2024-04,5,2024-05-24,589,11.23,6617.41,7,7,1,0,1,1.45,1,0,90
ORD01648,SUP022,Pekaes SA,Poland,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-04-30,285,20.19,5754.15,7,7,1,0,1,0.1,1,0,90
ORD01649,SUP022,Pekaes SA,Poland,Dry Goods,Poland,Warsaw,2024-04,5,2024-05-25,436,22.34,9738.06,7,7,1,0,1,2.22,1,0,90
ORD01650,SUP022,Pekaes SA,Poland,Dry Goods,France,Paris CDG,2024-04,5,2024-05-02,125,45.02,5627.81,7,7,1,0,1,2.2,1,0,90
ORD01651,SUP022,Pekaes SA,Poland,Dry Goods,Belgium,Brussels,2024-04,5,2024-05-26,604,16.48,9952.41,7,7,1,0,1,2.21,1,0,90
ORD01652,SUP022,Pekaes SA,Poland,Dry Goods,Germany,Frankfurt,2024-04,5,2024-05-26,670,14.51,9723.38,7,13,0,6,1,2.23,1,0,90
ORD01653,SUP023,Wincanton PLC,UK,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-20,640,20.84,13336.32,4,4,1,0,1,0.28,0,0,30
ORD01654,SUP023,Wincanton PLC,UK,Dry Goods,Italy,Milan,2024-04,5,2024-05-08,544,15.85,8620.77,4,4,1,0,1,1.52,1,0,30
ORD01655,SUP023,Wincanton PLC,UK,Dry Goods,Spain,Madrid,2024-04,5,2024-05-23,453,22.4,10148.11,4,13,0,9,1,1.36,1,0,30
ORD01656,SUP023,Wincanton PLC,UK,Dry Goods,France,Paris CDG,2024-04,5,2024-05-12,287,16.32,4683.41,4,4,1,0,1,0.33,1,0,30
ORD01657,SUP023,Wincanton PLC,UK,Dry Goods,Germany,Frankfurt,2024-04,5,2024-05-25,695,20.57,14298.58,4,6,0,2,1,0.62,1,0,30
ORD01658,SUP023,Wincanton PLC,UK,Dry Goods,Italy,Milan,2024-04,5,2024-05-07,135,36.55,4933.84,4,4,1,0,1,1.42,1,0,30
ORD01659,SUP023,Wincanton PLC,UK,Dry Goods,Italy,Milan,2024-04,5,2024-05-24,288,11.43,3292.13,4,4,1,0,1,1.24,1,0,30
ORD01660,SUP023,Wincanton PLC,UK,Dry Goods,Poland,Warsaw,2024-04,5,2024-05-04,87,33.44,2909.45,4,4,1,0,1,1.22,1,0,30
ORD01661,SUP023,Wincanton PLC,UK,Dry Goods,Belgium,Brussels,2024-04,5,2024-05-06,625,36.54,22834.69,4,4,1,0,1,0.94,1,0,30
ORD01662,SUP023,Wincanton PLC,UK,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-14,775,17.82,13814.38,4,4,1,0,1,2.22,1,0,30
ORD01663,SUP023,Wincanton PLC,UK,Dry Goods,France,Paris CDG,2024-04,5,2024-05-13,766,6.54,5012.32,4,4,1,0,1,0.04,1,0,30
ORD01664,SUP023,Wincanton PLC,UK,Dry Goods,France,Paris CDG,2024-04,5,2024-05-05,252,13.95,3515.27,4,4,1,0,0,3.35,1,0,30
ORD01665,SUP023,Wincanton PLC,UK,Dry Goods,Germany,Frankfurt,2024-04,5,2024-05-20,587,36.17,21230.32,4,4,1,0,1,1.64,1,0,30
ORD01666,SUP023,Wincanton PLC,UK,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-03,495,18.7,9256.01,4,16,0,12,1,2.03,1,0,30
ORD01667,SUP023,Wincanton PLC,UK,Dry Goods,Italy,Milan,2024-04,5,2024-05-11,627,11.48,7196.08,4,4,1,0,1,1.57,1,0,30
ORD01668,SUP023,Wincanton PLC,UK,Dry Goods,Italy,Milan,2024-04,5,2024-05-22,430,14.7,6319.71,4,4,1,0,1,1.39,1,0,30
ORD01669,SUP023,Wincanton PLC,UK,Dry Goods,Belgium,Brussels,2024-04,5,2024-05-23,188,28.8,5413.65,4,4,1,0,1,1.42,1,0,30
ORD01670,SUP023,Wincanton PLC,UK,Dry Goods,Germany,Frankfurt,2024-04,5,2024-05-04,531,24.85,13196.15,4,4,1,0,0,5.81,1,0,30
ORD01671,SUP023,Wincanton PLC,UK,Dry Goods,Belgium,Brussels,2024-04,5,2024-05-03,600,16.78,10067.1,4,4,1,0,1,1.87,1,0,30
ORD01672,SUP023,Wincanton PLC,UK,Dry Goods,France,Paris CDG,2024-04,5,2024-05-11,701,15.74,11036.19,4,4,1,0,1,1.89,1,0,30
ORD01673,SUP023,Wincanton PLC,UK,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-09,486,15.55,7556.33,4,4,1,0,1,1.87,1,0,30
ORD01674,SUP023,Wincanton PLC,UK,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-17,604,11.93,7203.0,4,4,1,0,1,1.78,1,0,30
ORD01675,SUP024,Culina Group Ltd,UK,Chilled,Netherlands,Rotterdam,2024-04,5,2024-05-18,154,44.26,6815.42,3,3,1,0,1,1.93,1,0,45
ORD01676,SUP024,Culina Group Ltd,UK,Chilled,Poland,Warsaw,2024-04,5,2024-05-18,669,16.8,11239.2,3,3,1,0,1,2.61,1,0,45
ORD01677,SUP024,Culina Group Ltd,UK,Chilled,Germany,Frankfurt,2024-04,5,2024-04-30,287,36.26,10407.77,3,5,0,2,0,8.53,1,0,45
ORD01678,SUP024,Culina Group Ltd,UK,Chilled,France,Paris CDG,2024-04,5,2024-05-10,129,42.23,5447.41,3,4,0,1,1,2.42,1,0,45
ORD01679,SUP024,Culina Group Ltd,UK,Chilled,Netherlands,Rotterdam,2024-04,5,2024-05-16,170,32.51,5526.36,3,3,1,0,1,2.32,1,0,45
ORD01680,SUP024,Culina Group Ltd,UK,Chilled,Poland,Warsaw,2024-04,5,2024-05-16,374,15.9,5946.6,3,3,1,0,1,2.53,0,0,45
ORD01681,SUP024,Culina Group Ltd,UK,Chilled,Poland,Warsaw,2024-04,5,2024-05-08,778,24.14,18784.03,3,3,1,0,1,1.32,1,0,45
ORD01682,SUP024,Culina Group Ltd,UK,Chilled,France,Paris CDG,2024-04,5,2024-05-17,495,19.5,9652.5,3,3,1,0,1,2.6,1,0,45
ORD01683,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Germany,Frankfurt,2024-04,5,2024-05-19,623,14.13,8805.79,3,3,1,0,1,0.57,1,0,30
ORD01684,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Belgium,Brussels,2024-04,5,2024-04-30,250,26.11,6527.25,3,3,1,0,1,0.02,1,0,30
ORD01685,SUP025,Planzer Transport AG,Switzerland,Dry Goods,France,Paris CDG,2024-04,5,2024-05-11,309,12.31,3804.41,3,3,1,0,1,0.82,1,0,30
ORD01686,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Belgium,Brussels,2024-04,5,2024-05-15,457,40.2,18372.77,3,3,1,0,1,0.76,1,0,30
ORD01687,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Italy,Milan,2024-04,5,2024-05-26,81,17.6,1425.92,3,3,1,0,1,2.99,1,0,30
ORD01688,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Spain,Madrid,2024-04,5,2024-05-05,534,24.54,13105.96,3,3,1,0,1,1.64,1,0,30
ORD01689,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-04-30,677,25.58,17319.35,3,3,1,0,1,2.21,1,0,30
ORD01690,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Germany,Frankfurt,2024-04,5,2024-05-02,479,19.51,9344.09,3,3,1,0,1,1.33,1,0,30
ORD01691,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-03,607,29.77,18068.87,3,3,1,0,1,1.97,1,0,30
ORD01692,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-26,738,17.51,12922.01,3,3,1,0,1,2.13,1,0,30
ORD01693,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Italy,Milan,2024-04,5,2024-05-23,425,34.32,14584.73,3,3,1,0,1,1.21,1,0,30
ORD01694,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Belgium,Brussels,2024-04,5,2024-05-01,116,11.33,1313.87,3,3,1,0,1,0.44,1,0,30
ORD01695,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Germany,Frankfurt,2024-04,5,2024-05-14,95,23.65,2246.94,3,3,1,0,1,1.52,1,0,30
ORD01696,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Belgium,Brussels,2024-04,5,2024-05-26,53,58.54,3102.41,3,3,1,0,1,0.35,1,0,30
ORD01697,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Poland,Warsaw,2024-04,5,2024-05-22,138,13.46,1857.41,3,3,1,0,1,0.35,1,0,30
ORD01698,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Belgium,Brussels,2024-04,5,2024-05-02,240,15.82,3797.28,3,3,1,0,1,0.06,1,0,30
ORD01699,SUP025,Planzer Transport AG,Switzerland,Dry Goods,France,Paris CDG,2024-04,5,2024-05-06,703,28.7,20176.8,3,3,1,0,1,2.17,1,0,30
ORD01700,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Poland,Warsaw,2024-04,5,2024-05-21,707,24.29,17170.56,3,3,1,0,1,2.24,1,0,30
ORD01701,SUP025,Planzer Transport AG,Switzerland,Dry Goods,Netherlands,Rotterdam,2024-04,5,2024-05-01,438,26.46,11589.48,3,3,1,0,1,0.42,1,0,30
ORD01702,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-05,231,21.0,4851.0,5,10,0,5,1,0.79,1,0,30
ORD01703,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Italy,Milan,2024-05,6,2024-06-10,407,22.59,9194.13,5,5,1,0,1,2.49,1,0,30
ORD01704,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Germany,Frankfurt,2024-05,6,2024-05-31,649,28.64,18587.36,5,5,1,0,1,0.63,1,0,30
ORD01705,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-19,748,20.18,15094.64,5,5,1,0,1,2.1,1,0,30
ORD01706,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Poland,Warsaw,2024-05,6,2024-06-22,325,14.58,4738.5,5,5,1,0,1,0.77,1,0,30
ORD01707,SUP001,Müller Logistik GmbH,Germany,Dry Goods,France,Paris CDG,2024-05,6,2024-06-02,579,23.02,13328.58,5,5,1,0,1,0.42,1,0,30
ORD01708,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-17,436,42.52,18538.72,5,5,1,0,1,0.97,1,0,30
ORD01709,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-26,58,15.39,892.62,5,5,1,0,1,1.01,1,0,30
ORD01710,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Germany,Frankfurt,2024-05,6,2024-06-10,363,10.1,3666.3,5,5,1,0,1,2.26,1,0,30
ORD01711,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Italy,Milan,2024-05,6,2024-06-13,657,28.6,18790.2,5,5,1,0,1,1.2,1,0,30
ORD01712,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-22,432,15.48,6687.36,5,5,1,0,1,1.2,1,0,30
ORD01713,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Germany,Frankfurt,2024-05,6,2024-06-23,569,5.55,3157.95,5,5,1,0,1,0.81,1,0,30
ORD01714,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Italy,Milan,2024-05,6,2024-05-30,217,25.12,5451.04,5,5,1,0,1,2.66,1,0,30
ORD01715,SUP001,Müller Logistik GmbH,Germany,Dry Goods,Italy,Milan,2024-05,6,2024-06-05,631,12.58,7937.98,5,5,1,0,1,1.0,1,0,30
ORD01716,SUP001,Müller Logistik GmbH,Germany,Dry Goods,France,Paris CDG,2024-05,6,2024-06-08,194,15.72,3049.68,5,5,1,0,1,0.5,1,0,30
ORD01717,SUP002,Bayern Transport AG,Germany,Chilled,Germany,Frankfurt,2024-05,6,2024-06-08,364,21.74,7913.07,3,3,1,0,1,0.61,1,0,45
ORD01718,SUP002,Bayern Transport AG,Germany,Chilled,Belgium,Brussels,2024-05,6,2024-06-16,433,20.26,8772.93,3,3,1,0,1,0.3,1,0,45
ORD01719,SUP002,Bayern Transport AG,Germany,Chilled,Germany,Frankfurt,2024-05,6,2024-06-14,734,26.26,19277.78,3,3,1,0,1,0.73,0,0,45
ORD01720,SUP002,Bayern Transport AG,Germany,Chilled,Netherlands,Rotterdam,2024-05,6,2024-06-23,186,14.82,2756.07,3,3,1,0,1,0.85,1,0,45
ORD01721,SUP002,Bayern Transport AG,Germany,Chilled,Italy,Milan,2024-05,6,2024-06-11,596,23.8,14184.8,3,3,1,0,1,2.22,1,0,45
ORD01722,SUP002,Bayern Transport AG,Germany,Chilled,Italy,Milan,2024-05,6,2024-06-04,290,16.17,4690.11,3,3,1,0,1,2.47,1,0,45
ORD01723,SUP002,Bayern Transport AG,Germany,Chilled,France,Paris CDG,2024-05,6,2024-06-19,285,26.64,7593.77,3,3,1,0,1,0.63,1,0,45
ORD01724,SUP003,Rhenus Supply Chain,Germany,Frozen,Germany,Frankfurt,2024-05,6,2024-06-08,368,21.92,8067.52,4,4,1,0,1,0.1,0,0,30
ORD01725,SUP003,Rhenus Supply Chain,Germany,Frozen,Germany,Frankfurt,2024-05,6,2024-06-11,748,10.09,7550.31,4,4,1,0,1,2.42,1,0,30
ORD01726,SUP003,Rhenus Supply Chain,Germany,Frozen,Belgium,Brussels,2024-05,6,2024-06-26,464,27.73,12868.58,4,4,1,0,1,0.96,1,0,30
ORD01727,SUP003,Rhenus Supply Chain,Germany,Frozen,Spain,Madrid,2024-05,6,2024-05-30,547,12.33,6743.63,4,4,1,0,1,1.27,1,0,30
ORD01728,SUP003,Rhenus Supply Chain,Germany,Frozen,Belgium,Brussels,2024-05,6,2024-06-19,168,24.14,4055.08,4,4,1,0,1,1.35,1,0,30
ORD01729,SUP003,Rhenus Supply Chain,Germany,Frozen,Netherlands,Rotterdam,2024-05,6,2024-06-26,597,19.36,11560.79,4,6,0,2,1,2.94,1,0,30
ORD01730,SUP003,Rhenus Supply Chain,Germany,Frozen,Belgium,Brussels,2024-05,6,2024-06-01,203,40.41,8202.3,4,4,1,0,0,9.37,1,0,30
ORD01731,SUP003,Rhenus Supply Chain,Germany,Frozen,Italy,Milan,2024-05,6,2024-06-22,515,14.42,7424.14,4,4,1,0,1,0.12,1,0,30
ORD01732,SUP003,Rhenus Supply Chain,Germany,Frozen,France,Paris CDG,2024-05,6,2024-06-18,752,13.53,10177.42,4,4,1,0,1,2.02,1,1,30
ORD01733,SUP003,Rhenus Supply Chain,Germany,Frozen,Netherlands,Rotterdam,2024-05,6,2024-06-04,350,15.96,5587.47,4,4,1,0,1,0.97,1,0,30
ORD01734,SUP003,Rhenus Supply Chain,Germany,Frozen,Netherlands,Rotterdam,2024-05,6,2024-06-22,87,13.85,1204.72,4,4,1,0,1,0.53,1,0,30
ORD01735,SUP003,Rhenus Supply Chain,Germany,Frozen,Germany,Frankfurt,2024-05,6,2024-06-19,555,24.04,13341.87,4,4,1,0,1,2.92,1,0,30
ORD01736,SUP003,Rhenus Supply Chain,Germany,Frozen,Poland,Warsaw,2024-05,6,2024-06-25,800,7.18,5746.72,4,4,1,0,1,0.12,1,1,30
ORD01737,SUP003,Rhenus Supply Chain,Germany,Frozen,Italy,Milan,2024-05,6,2024-06-22,703,9.52,6689.61,4,4,1,0,1,1.54,1,0,30
ORD01738,SUP003,Rhenus Supply Chain,Germany,Frozen,Belgium,Brussels,2024-05,6,2024-06-22,359,9.45,3391.54,4,4,1,0,1,2.85,1,0,30
ORD01739,SUP004,Hellmann Worldwide,Germany,Dry Goods,Spain,Madrid,2024-05,6,2024-06-02,246,25.13,6181.36,6,6,1,0,0,8.54,1,0,60
ORD01740,SUP004,Hellmann Worldwide,Germany,Dry Goods,Poland,Warsaw,2024-05,6,2024-06-06,760,36.75,27926.96,6,6,1,0,1,1.42,1,0,60
ORD01741,SUP004,Hellmann Worldwide,Germany,Dry Goods,Spain,Madrid,2024-05,6,2024-06-07,755,14.83,11196.27,6,6,1,0,1,2.01,1,0,60
ORD01742,SUP004,Hellmann Worldwide,Germany,Dry Goods,Germany,Frankfurt,2024-05,6,2024-06-20,341,14.35,4894.88,6,6,1,0,1,0.06,1,0,60
ORD01743,SUP004,Hellmann Worldwide,Germany,Dry Goods,Germany,Frankfurt,2024-05,6,2024-06-07,323,16.18,5225.66,6,6,1,0,1,1.9,1,0,60
ORD01744,SUP004,Hellmann Worldwide,Germany,Dry Goods,Germany,Frankfurt,2024-05,6,2024-05-30,776,27.93,21673.68,6,6,1,0,1,0.86,1,0,60
ORD01745,SUP004,Hellmann Worldwide,Germany,Dry Goods,Poland,Warsaw,2024-05,6,2024-06-13,652,9.82,6404.6,6,6,1,0,1,1.62,1,0,60
ORD01746,SUP004,Hellmann Worldwide,Germany,Dry Goods,Italy,Milan,2024-05,6,2024-05-30,401,17.6,7059.0,6,6,1,0,1,1.33,1,0,60
ORD01747,SUP004,Hellmann Worldwide,Germany,Dry Goods,Belgium,Brussels,2024-05,6,2024-06-14,265,25.44,6741.86,6,6,1,0,1,1.17,1,0,60
ORD01748,SUP004,Hellmann Worldwide,Germany,Dry Goods,Belgium,Brussels,2024-05,6,2024-06-26,635,20.07,12746.67,6,17,0,11,1,2.95,1,0,60
ORD01749,SUP005,Geodis France SAS,France,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-23,372,18.98,7062.05,4,4,1,0,1,0.47,1,0,30
ORD01750,SUP005,Geodis France SAS,France,Dry Goods,Italy,Milan,2024-05,6,2024-06-10,628,28.49,17889.52,4,4,1,0,0,3.21,0,0,30
ORD01751,SUP005,Geodis France SAS,France,Dry Goods,Italy,Milan,2024-05,6,2024-06-22,552,4.47,2469.1,4,11,0,7,0,4.19,1,0,30
ORD01752,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-05,6,2024-06-02,149,24.23,3610.87,4,4,1,0,1,0.33,1,0,30
ORD01753,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-05,6,2024-06-04,460,12.45,5728.38,4,4,1,0,1,0.65,1,0,30
ORD01754,SUP005,Geodis France SAS,France,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-09,421,6.91,2908.69,4,4,1,0,1,2.06,1,0,30
ORD01755,SUP005,Geodis France SAS,France,Dry Goods,Belgium,Brussels,2024-05,6,2024-06-09,564,22.29,12572.41,4,4,1,0,1,2.58,1,0,30
ORD01756,SUP005,Geodis France SAS,France,Dry Goods,Spain,Madrid,2024-05,6,2024-06-08,510,34.31,17500.14,4,4,1,0,1,1.2,1,0,30
ORD01757,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-05,6,2024-06-09,525,16.12,8461.69,4,4,1,0,1,0.29,1,0,30
ORD01758,SUP005,Geodis France SAS,France,Dry Goods,Spain,Madrid,2024-05,6,2024-06-12,470,27.8,13067.88,4,4,1,0,1,0.67,1,0,30
ORD01759,SUP005,Geodis France SAS,France,Dry Goods,Italy,Milan,2024-05,6,2024-06-01,663,38.66,25632.24,4,4,1,0,1,0.07,1,0,30
ORD01760,SUP005,Geodis France SAS,France,Dry Goods,Germany,Frankfurt,2024-05,6,2024-06-17,690,33.33,22995.63,4,4,1,0,1,1.11,1,0,30
ORD01761,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-05,6,2024-06-19,448,39.21,17564.74,4,4,1,0,1,2.55,1,0,30
ORD01762,SUP005,Geodis France SAS,France,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-22,295,25.02,7381.34,4,4,1,0,0,11.29,1,0,30
ORD01763,SUP005,Geodis France SAS,France,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-01,81,17.93,1452.65,4,4,1,0,1,0.74,1,0,30
ORD01764,SUP005,Geodis France SAS,France,Dry Goods,Germany,Frankfurt,2024-05,6,2024-06-24,231,7.75,1790.02,4,13,0,9,1,2.41,1,0,30
ORD01765,SUP005,Geodis France SAS,France,Dry Goods,Poland,Warsaw,2024-05,6,2024-06-04,300,15.27,4580.1,4,4,1,0,0,3.06,1,0,30
ORD01766,SUP005,Geodis France SAS,France,Dry Goods,Belgium,Brussels,2024-05,6,2024-06-12,582,11.33,6593.77,4,11,0,7,1,1.25,1,0,30
ORD01767,SUP005,Geodis France SAS,France,Dry Goods,Belgium,Brussels,2024-05,6,2024-06-16,173,51.12,8844.54,4,4,1,0,1,2.97,1,0,30
ORD01768,SUP005,Geodis France SAS,France,Dry Goods,Spain,Madrid,2024-05,6,2024-06-14,793,15.81,12539.71,4,4,1,0,1,2.48,1,0,30
ORD01769,SUP005,Geodis France SAS,France,Dry Goods,France,Paris CDG,2024-05,6,2024-06-10,459,18.36,8429.31,4,4,1,0,1,1.95,1,0,30
ORD01770,SUP005,Geodis France SAS,France,Dry Goods,France,Paris CDG,2024-05,6,2024-06-02,199,22.75,4527.95,4,4,1,0,1,1.74,1,0,30
ORD01771,SUP005,Geodis France SAS,France,Dry Goods,Belgium,Brussels,2024-05,6,2024-06-04,425,17.65,7501.46,4,4,1,0,1,2.74,1,0,30
ORD01772,SUP005,Geodis France SAS,France,Dry Goods,Germany,Frankfurt,2024-05,6,2024-06-07,149,40.3,6004.55,4,4,1,0,1,1.37,1,0,30
ORD01773,SUP006,Bolloré Logistics,France,Chilled,Netherlands,Rotterdam,2024-05,6,2024-06-08,755,14.22,10735.34,3,3,1,0,1,2.1,1,0,45
ORD01774,SUP006,Bolloré Logistics,France,Chilled,Poland,Warsaw,2024-05,6,2024-06-03,201,21.39,4300.07,3,3,1,0,1,2.64,1,0,45
ORD01775,SUP006,Bolloré Logistics,France,Chilled,Netherlands,Rotterdam,2024-05,6,2024-06-21,212,13.38,2836.81,3,3,1,0,1,2.14,1,0,45
ORD01776,SUP006,Bolloré Logistics,France,Chilled,Poland,Warsaw,2024-05,6,2024-06-21,181,10.03,1815.43,3,3,1,0,1,1.15,1,1,45
ORD01777,SUP006,Bolloré Logistics,France,Chilled,Germany,Frankfurt,2024-05,6,2024-06-17,360,14.29,5144.33,3,3,1,0,1,1.09,1,0,45
ORD01778,SUP006,Bolloré Logistics,France,Chilled,Italy,Milan,2024-05,6,2024-06-11,538,19.05,10246.32,3,3,1,0,1,1.03,1,0,45
ORD01779,SUP006,Bolloré Logistics,France,Chilled,Netherlands,Rotterdam,2024-05,6,2024-06-15,433,15.66,6780.17,3,3,1,0,0,8.84,1,0,45
ORD01780,SUP006,Bolloré Logistics,France,Chilled,Spain,Madrid,2024-05,6,2024-06-11,64,13.72,878.3,3,3,1,0,1,0.67,1,0,45
ORD01781,SUP007,Norbert Dentressangle,France,Frozen,Poland,Warsaw,2024-05,6,2024-06-02,715,8.3,5936.5,4,4,1,0,1,1.71,1,1,30
ORD01782,SUP007,Norbert Dentressangle,France,Frozen,Belgium,Brussels,2024-05,6,2024-06-26,586,16.1,9432.02,4,16,0,12,1,1.99,1,0,30
ORD01783,SUP007,Norbert Dentressangle,France,Frozen,Netherlands,Rotterdam,2024-05,6,2024-06-15,118,7.91,932.79,4,4,1,0,0,10.62,1,0,30
ORD01784,SUP007,Norbert Dentressangle,France,Frozen,Poland,Warsaw,2024-05,6,2024-05-31,507,24.53,12437.22,4,4,1,0,1,0.77,1,0,30
ORD01785,SUP007,Norbert Dentressangle,France,Frozen,Belgium,Brussels,2024-05,6,2024-06-26,300,17.48,5244.84,4,4,1,0,1,0.53,0,0,30
ORD01786,SUP007,Norbert Dentressangle,France,Frozen,Netherlands,Rotterdam,2024-05,6,2024-06-01,244,8.09,1973.62,4,4,1,0,0,11.16,1,0,30
ORD01787,SUP007,Norbert Dentressangle,France,Frozen,Germany,Frankfurt,2024-05,6,2024-06-06,299,14.37,4297.17,4,4,1,0,1,1.39,1,0,30
ORD01788,SUP007,Norbert Dentressangle,France,Frozen,Netherlands,Rotterdam,2024-05,6,2024-06-24,699,11.52,8049.54,4,4,1,0,1,1.33,1,0,30
ORD01789,SUP007,Norbert Dentressangle,France,Frozen,Italy,Milan,2024-05,6,2024-06-05,662,19.68,13025.38,4,4,1,0,1,1.75,0,0,30
ORD01790,SUP007,Norbert Dentressangle,France,Frozen,Spain,Madrid,2024-05,6,2024-06-23,708,32.78,23210.22,4,4,1,0,1,1.84,1,1,30
ORD01791,SUP007,Norbert Dentressangle,France,Frozen,Poland,Warsaw,2024-05,6,2024-06-12,665,6.57,4368.25,4,4,1,0,1,0.99,1,0,30
ORD01792,SUP007,Norbert Dentressangle,France,Frozen,Belgium,Brussels,2024-05,6,2024-06-08,320,17.77,5685.89,4,8,0,4,1,2.03,1,0,30
ORD01793,SUP007,Norbert Dentressangle,France,Frozen,France,Paris CDG,2024-05,6,2024-06-23,236,15.48,3654.13,4,4,1,0,1,2.92,1,0,30
ORD01794,SUP007,Norbert Dentressangle,France,Frozen,France,Paris CDG,2024-05,6,2024-06-23,492,23.46,11542.32,4,4,1,0,1,2.59,1,0,30
ORD01795,SUP008,FM Logistic France,France,Dry Goods,France,Paris CDG,2024-05,6,2024-06-23,287,17.74,5091.75,5,5,1,0,1,0.96,1,0,60
ORD01796,SUP008,FM Logistic France,France,Dry Goods,France,Paris CDG,2024-05,6,2024-06-20,357,10.95,3909.61,5,9,0,4,1,0.46,1,0,60
ORD01797,SUP008,FM Logistic France,France,Dry Goods,Poland,Warsaw,2024-05,6,2024-06-11,225,13.6,3059.86,5,5,1,0,1,0.47,0,0,60
ORD01798,SUP008,FM Logistic France,France,Dry Goods,Spain,Madrid,2024-05,6,2024-06-19,659,10.72,7063.49,5,5,1,0,1,0.81,1,0,60
ORD01799,SUP008,FM Logistic France,France,Dry Goods,Spain,Madrid,2024-05,6,2024-06-26,360,27.32,9833.47,5,5,1,0,1,2.18,1,0,60
ORD01800,SUP008,FM Logistic France,France,Dry Goods,Netherlands,Rotterdam,2024-05,6,2024-06-13,365,16.12,5884.31,5,5,1,0,1,1.25,1,0,60
ORD01801,SUP008,FM Logistic France,France,Dry Goods,Spain,Madrid,2024-05,6,2024-05-31,468,41.27,19316.0,5,5,1,0,1,2.92,1,0,60
ORD01802,SUP008,FM Logistic France,France,Dry Goods,France,Paris CDG,2024-05,6,2024-06-25,771,15.47,11928.53,5,5,1,0,1,0.77,1,0,60
ORD01803,SUP008,FM Logistic France,France,Dry Goods,France,Paris CDG,2024-05,6,2024-06-09,487,11.19,5451.38,5,5,1,0,1,1.68,1,0,60
